MARC tag	Field name	Field repeatability	Field note	Subfield delimiter	Subfield name	Subfield repeatability	Subfield note
767	TRANSLATION ENTRY	R	.	m	Material-specific details	NR	.
767	TRANSLATION ENTRY	R	.	n	Note	R	.
767	TRANSLATION ENTRY	R	.	o	Other item identifier	R	.
767	TRANSLATION ENTRY	R	.	q	Parallel title (NR)	NR	[OBSOLETE]
767	TRANSLATION ENTRY	R	.	r	Report number	R	.
767	TRANSLATION ENTRY	R	.	s	Uniform title	NR	.
767	TRANSLATION ENTRY	R	.	t	Title	NR	.
767	TRANSLATION ENTRY	R	.	u	Standard Technical Report Number	NR	.
767	TRANSLATION ENTRY	R	.	w	Record control number	R	.
767	TRANSLATION ENTRY	R	.	x	International Standard Serial Number	NR	.
767	TRANSLATION ENTRY	R	.	y	CODEN designation	NR	.
767	TRANSLATION ENTRY	R	.	z	International Standard Book Number	R	.
767	TRANSLATION ENTRY	R	.	4	Relationship	R	.
767	TRANSLATION ENTRY	R	.	6	Linkage	NR	.
767	TRANSLATION ENTRY	R	.	7	Control subfield	NR	.
767	TRANSLATION ENTRY	R	.	8	Field link and sequence number	R	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	a	Main entry heading	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	b	Edition	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	c	Qualifying information	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	g	Related parts	R	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	h	Physical description	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	i	Relationship information	R	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	k	Series data for related item	R	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	m	Material-specific details	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	n	Note	R	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	o	Other item identifier	R	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	q	Parallel title (NR)	NR	[OBSOLETE]
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	r	Report number	R	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	s	Uniform title	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	t	Title	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	u	Standard Technical Report Number	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	w	Record control number	R	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	x	International Standard Serial Number	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	y	CODEN designation	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	z	International Standard Book Number	R	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	4	Relationship	R	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	6	Linkage	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	7	Control subfield	NR	.
770	SUPPLEMENT/SPECIAL ISSUE ENTRY	R	.	8	Field link and sequence number	R	.
772	SUPPLEMENT PARENT ENTRY	R	.	a	Main entry heading	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	b	Edition	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	c	Qualifying information	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	g	Related parts	R	.
772	SUPPLEMENT PARENT ENTRY	R	.	h	Physical description	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	i	Relationship information	R	.
772	SUPPLEMENT PARENT ENTRY	R	.	k	Series data for related item	R	.
772	SUPPLEMENT PARENT ENTRY	R	.	m	Material-specific details	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	n	Note	R	.
772	SUPPLEMENT PARENT ENTRY	R	.	o	Other item identifier	R	.
772	SUPPLEMENT PARENT ENTRY	R	.	q	Parallel title (NR)	NR	[OBSOLETE]
772	SUPPLEMENT PARENT ENTRY	R	.	r	Report number	R	.
772	SUPPLEMENT PARENT ENTRY	R	.	s	Uniform title	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	t	Title	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	u	Standard Technical Report Number	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	w	Record control number	R	.
772	SUPPLEMENT PARENT ENTRY	R	.	x	International Standard Serial Number	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	y	CODEN designation	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	z	International Stan dard Book Number	R	.
772	SUPPLEMENT PARENT ENTRY	R	.	4	Relationship	R	.
772	SUPPLEMENT PARENT ENTRY	R	.	6	Linkage	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	7	Control subfield	NR	.
772	SUPPLEMENT PARENT ENTRY	R	.	8	Field link and sequence number	R	.
773	HOST ITEM ENTRY	R	.	a	Main entry heading	NR	.
773	HOST ITEM ENTRY	R	.	b	Edition	NR	.
773	HOST ITEM ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
773	HOST ITEM ENTRY	R	.	g	Related parts	R	.
773	HOST ITEM ENTRY	R	.	h	Physical description	NR	.
773	HOST ITEM ENTRY	R	.	i	Relationship information	R	.
773	HOST ITEM ENTRY	R	.	k	Series data for related item	R	.
773	HOST ITEM ENTRY	R	.	m	Material-specific details	NR	.
773	HOST ITEM ENTRY	R	.	n	Note	R	.
773	HOST ITEM ENTRY	R	.	o	Other item identifier	R	.
773	HOST ITEM ENTRY	R	.	p	Abbreviated title	NR	.
773	HOST ITEM ENTRY	R	.	q	Enumeration and first page	NR	.
773	HOST ITEM ENTRY	R	.	r	Report number	R	.
773	HOST ITEM ENTRY	R	.	s	Uniform title	NR	.
773	HOST ITEM ENTRY	R	.	t	Title	NR	.
773	HOST ITEM ENTRY	R	.	u	Standard Technical Report Number	NR	.
773	HOST ITEM ENTRY	R	.	w	Record control number	R	.
773	HOST ITEM ENTRY	R	.	x	International Standard Serial Number	NR	.
773	HOST ITEM ENTRY	R	.	y	CODEN designation	NR	.
773	HOST ITEM ENTRY	R	.	z	International Standard Book Number	R	.
773	HOST ITEM ENTRY	R	.	3	Materials specified	NR	.
773	HOST ITEM ENTRY	R	.	4	Relationship	R	.
773	HOST ITEM ENTRY	R	.	6	Linkage	NR	.
773	HOST ITEM ENTRY	R	.	7	Control subfield	NR	.
773	HOST ITEM ENTRY	R	.	8	Field link and sequence number	R	.
774	CONSTITUENT UNIT ENTRY	R	.	a	Main entry heading	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	b	Edition	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	c	Qualifying information	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	g	Related parts	R	.
774	CONSTITUENT UNIT ENTRY	R	.	h	Physical description	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	i	Relationship information	R	.
774	CONSTITUENT UNIT ENTRY	R	.	k	Series data for related item	R	.
774	CONSTITUENT UNIT ENTRY	R	.	m	Material-specific details	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	n	Note	R	.
774	CONSTITUENT UNIT ENTRY	R	.	o	Other item identifier	R	.
774	CONSTITUENT UNIT ENTRY	R	.	r	Report number	R	.
774	CONSTITUENT UNIT ENTRY	R	.	s	Uniform title	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	t	Title	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	u	Standard Technical Report Number	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	w	Record control number	R	.
774	CONSTITUENT UNIT ENTRY	R	.	x	International Standard Serial Number	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	y	CODEN designation	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	z	International Standard Book Number	R	.
774	CONSTITUENT UNIT ENTRY	R	.	4	Relationship	R	.
774	CONSTITUENT UNIT ENTRY	R	.	6	Linkage	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	7	Control subfield	NR	.
774	CONSTITUENT UNIT ENTRY	R	.	8	Field link and sequence number	R	.
775	OTHER EDITION ENTRY	R	.	a	Main entry heading	NR	.
775	OTHER EDITION ENTRY	R	.	b	Edition	NR	.
775	OTHER EDITION ENTRY	R	.	c	Qualifying information	NR	.
775	OTHER EDITION ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
775	OTHER EDITION ENTRY	R	.	e	Language code	NR	.
775	OTHER EDITION ENTRY	R	.	f	Country code	NR	.
775	OTHER EDITION ENTRY	R	.	g	Related parts	R	.
775	OTHER EDITION ENTRY	R	.	h	Physical description	NR	.
775	OTHER EDITION ENTRY	R	.	i	Relationship information	R	.
775	OTHER EDITION ENTRY	R	.	k	Series data for related item	R	.
775	OTHER EDITION ENTRY	R	.	m	Material-specific details	NR	.
775	OTHER EDITION ENTRY	R	.	n	Note	R	.
775	OTHER EDITION ENTRY	R	.	o	Other item identifier	R	.
775	OTHER EDITION ENTRY	R	.	q	Parallel title (NR)	NR	[OBSOLETE]
775	OTHER EDITION ENTRY	R	.	r	Report number	R	.
775	OTHER EDITION ENTRY	R	.	s	Uniform title	NR	.
775	OTHER EDITION ENTRY	R	.	t	Title	NR	.
775	OTHER EDITION ENTRY	R	.	u	Standard Technical Report Number	NR	.
775	OTHER EDITION ENTRY	R	.	w	Record control number	R	.
775	OTHER EDITION ENTRY	R	.	x	International Standard Serial Number	NR	.
775	OTHER EDITION ENTRY	R	.	y	CODEN designation	NR	.
775	OTHER EDITION ENTRY	R	.	z	International Standard Book Number	R	.
775	OTHER EDITION ENTRY	R	.	4	Relationship	R	.
775	OTHER EDITION ENTRY	R	.	6	Linkage	NR	.
775	OTHER EDITION ENTRY	R	.	7	Control subfield	NR	.
775	OTHER EDITION ENTRY	R	.	8	Field link and sequence number	R	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	a	Main entry heading	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	b	Edition	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	c	Qualifying information	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	g	Related parts	R	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	h	Physical description	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	i	Relationship information	R	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	k	Series data for related item	R	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	m	Material-specific details	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	n	Note	R	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	o	Other item identifier	R	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	q	Parallel title (NR)	NR	[OBSOLETE]
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	r	Report number	R	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	s	Uniform title	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	t	Title	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	u	Standard Technical Report Number	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	w	Record control number	R	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	x	International Standard Serial Number	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	y	CODEN designation	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	z	International Standard Book Number	R	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	4	Relationship	R	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	6	Linkage	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	7	Control subfield	NR	.
776	ADDITIONAL PHYSICAL FORM ENTRY	R	.	8	Field link and sequence number	R	.
777	ISSUED WITH ENTRY	R	.	a	Main entry heading	NR	.
777	ISSUED WITH ENTRY	R	.	b	Edition	NR	.
777	ISSUED WITH ENTRY	R	.	c	Qualifying information	NR	.
777	ISSUED WITH ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
777	ISSUED WITH ENTRY	R	.	g	Related parts	R	.
777	ISSUED WITH ENTRY	R	.	h	Physical description	NR	.
777	ISSUED WITH ENTRY	R	.	i	Relationship information	R	.
777	ISSUED WITH ENTRY	R	.	k	Series data for related item	R	.
777	ISSUED WITH ENTRY	R	.	m	Material-specific details	NR	.
777	ISSUED WITH ENTRY	R	.	n	Note	R	.
777	ISSUED WITH ENTRY	R	.	o	Other item identifier	R	.
777	ISSUED WITH ENTRY	R	.	q	Parallel title (NR)	NR	[OBSOLETE]
777	ISSUED WITH ENTRY	R	.	r	Report number	R	.
777	ISSUED WITH ENTRY	R	.	s	Uniform title	NR	.
777	ISSUED WITH ENTRY	R	.	t	Title	NR	.
777	ISSUED WITH ENTRY	R	.	u	Standard Technical Report Number	NR	.
777	ISSUED WITH ENTRY	R	.	w	Record control number	R	.
777	ISSUED WITH ENTRY	R	.	x	International Standard Serial Number	NR	.
777	ISSUED WITH ENTRY	R	.	y	CODEN designation	NR	.
777	ISSUED WITH ENTRY	R	.	z	International Standard Book Number	R	.
777	ISSUED WITH ENTRY	R	.	4	Relationship	R	.
777	ISSUED WITH ENTRY	R	.	6	Linkage	NR	.
777	ISSUED WITH ENTRY	R	.	7	Control subfield	NR	.
777	ISSUED WITH ENTRY	R	.	8	Field link and sequence number	R	.
780	PRECEDING ENTRY	R	.	a	Main entry heading	NR	.
780	PRECEDING ENTRY	R	.	b	Edition	NR	.
780	PRECEDING ENTRY	R	.	c	Qualifying information	NR	.
780	PRECEDING ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
780	PRECEDING ENTRY	R	.	g	Related parts	R	.
780	PRECEDING ENTRY	R	.	h	Physical description	NR	.
780	PRECEDING ENTRY	R	.	i	Relationship information	R	.
780	PRECEDING ENTRY	R	.	k	Series data for related item	R	.
780	PRECEDING ENTRY	R	.	m	Material-specific details	NR	.
780	PRECEDING ENTRY	R	.	n	Note	R	.
780	PRECEDING ENTRY	R	.	o	Other item identifier	R	.
780	PRECEDING ENTRY	R	.	q	Parallel title (NR)	NR	[OBSOLETE]
780	PRECEDING ENTRY	R	.	r	Report number	R	.
780	PRECEDING ENTRY	R	.	s	Uniform title	NR	.
780	PRECEDING ENTRY	R	.	t	Title	NR	.
780	PRECEDING ENTRY	R	.	u	Standard Technical Report Number	NR	.
780	PRECEDING ENTRY	R	.	w	Record control number	R	.
780	PRECEDING ENTRY	R	.	x	International Standard Serial Number	NR	.
780	PRECEDING ENTRY	R	.	y	CODEN designation	NR	.
780	PRECEDING ENTRY	R	.	z	International Standard Book Number	R	.
780	PRECEDING ENTRY	R	.	4	Relationship	R	.
780	PRECEDING ENTRY	R	.	6	Linkage	NR	.
780	PRECEDING ENTRY	R	.	7	Control subfield	NR	.
780	PRECEDING ENTRY	R	.	8	Field link and sequence number	R	.
785	SUCCEEDING ENTRY	R	.	a	Main entry heading	NR	.
785	SUCCEEDING ENTRY	R	.	b	Edition	NR	.
785	SUCCEEDING ENTRY	R	.	c	Qualifying information	NR	.
785	SUCCEEDING ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
785	SUCCEEDING ENTRY	R	.	g	Related parts	R	.
785	SUCCEEDING ENTRY	R	.	h	Physical description	NR	.
785	SUCCEEDING ENTRY	R	.	i	Relationship information	R	.
785	SUCCEEDING ENTRY	R	.	k	Series data for related item	R	.
785	SUCCEEDING ENTRY	R	.	m	Material-specific details	NR	.
785	SUCCEEDING ENTRY	R	.	n	Note	R	.
785	SUCCEEDING ENTRY	R	.	o	Other item identifier	R	.
785	SUCCEEDING ENTRY	R	.	q	Parallel title (NR)	NR	[OBSOLETE]
785	SUCCEEDING ENTRY	R	.	r	Report number	R	.
785	SUCCEEDING ENTRY	R	.	s	Uniform title	NR	.
785	SUCCEEDING ENTRY	R	.	t	Title	NR	.
785	SUCCEEDING ENTRY	R	.	u	Standa rd Technical Report Number	NR	.
785	SUCCEEDING ENTRY	R	.	w	Record control number	R	.
785	SUCCEEDING ENTRY	R	.	x	International Standard Serial Number	NR	.
785	SUCCEEDING ENTRY	R	.	y	CODEN designation	NR	.
785	SUCCEEDING ENTRY	R	.	z	International Standard Book Number	R	.
785	SUCCEEDING ENTRY	R	.	4	Relationship	R	.
785	SUCCEEDING ENTRY	R	.	6	Linkage	NR	.
785	SUCCEEDING ENTRY	R	.	7	Control subfield	NR	.
785	SUCCEEDING ENTRY	R	.	8	Field link and sequence number	R	.
786	DATA SOURCE ENTRY	R	.	a	Main entry heading	NR	.
786	DATA SOURCE ENTRY	R	.	b	Edition	NR	.
786	DATA SOURCE ENTRY	R	.	c	Qualifying information	NR	.
786	DATA SOURCE ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
786	DATA SOURCE ENTRY	R	.	g	Related parts	R	.
786	DATA SOURCE ENTRY	R	.	h	Physical description	NR	.
786	DATA SOURCE ENTRY	R	.	i	Relationship information	R	.
786	DATA SOURCE ENTRY	R	.	j	Period of content	NR	.
786	DATA SOURCE ENTRY	R	.	k	Series data for related item	R	.
786	DATA SOURCE ENTRY	R	.	m	Material-specific details	NR	.
786	DATA SOURCE ENTRY	R	.	n	Note	R	.
786	DATA SOURCE ENTRY	R	.	o	Other item identifier	R	.
786	DATA SOURCE ENTRY	R	.	p	Abbreviated title	NR	.
786	DATA SOURCE ENTRY	R	.	r	Report number	R	.
786	DATA SOURCE ENTRY	R	.	s	Uniform title	NR	.
786	DATA SOURCE ENTRY	R	.	t	Title	NR	.
786	DATA SOURCE ENTRY	R	.	u	Standard Technical Report Number	NR	.
786	DATA SOURCE ENTRY	R	.	v	Source Contribution	NR	.
786	DATA SOURCE ENTRY	R	.	w	Record control number	R	.
786	DATA SOURCE ENTRY	R	.	x	International Standard Serial Number	NR	.
786	DATA SOURCE ENTRY	R	.	y	CODEN designation	NR	.
786	DATA SOURCE ENTRY	R	.	z	International Standard Book Number	R	.
786	DATA SOURCE ENTRY	R	.	4	Relationship	R	.
786	DATA SOURCE ENTRY	R	.	6	Linkage	NR	.
786	DATA SOURCE ENTRY	R	.	7	Control subfield	NR	.
786	DATA SOURCE ENTRY	R	.	8	Field link and sequence number	R	.
787	OTHER RELATIONSHIP ENTRY	R	.	a	Main entry heading	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	b	Edition	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	c	Qualifying information	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	d	Place, publisher, and date of publication	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	g	Related parts	R	.
787	OTHER RELATIONSHIP ENTRY	R	.	h	Physical description	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	i	Relationship information	R	.
787	OTHER RELATIONSHIP ENTRY	R	.	k	Series data for related item	R	.
787	OTHER RELATIONSHIP ENTRY	R	.	m	Material-specific details	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	n	Note	R	.
787	OTHER RELATIONSHIP ENTRY	R	.	o	Other item identifier	R	.
787	OTHER RELATIONSHIP ENTRY	R	.	r	Report number	R	.
787	OTHER RELATIONSHIP ENTRY	R	.	s	Uniform title	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	t	Title	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	u	Standard Technical Report Number	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	w	Record control number	R	.
787	OTHER RELATIONSHIP ENTRY	R	.	x	International Standard Serial Number	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	y	CODEN designation	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	z	International Standard Book Number	R	.
787	OTHER RELATIONSHIP ENTRY	R	.	4	Relationship	R	.
787	OTHER RELATIONSHIP ENTRY	R	.	6	Linkage	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	7	Control subfield	NR	.
787	OTHER RELATIONSHIP ENTRY	R	.	8	Field link and sequence number	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	a	Personal name	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	b	Numeration	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	c	Titles and other words associated with a name	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	d	Dates associated with a name	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	e	Relator term	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	f	Date of a work	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	g	Miscellaneous information	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	h	Medium	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	j	Attribution qualifier	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	k	Form subheading	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	l	Language of a work	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	m	Medium of performance for music	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	n	Number of part/section of a work 	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	o	Arranged statement for music	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	p	Name of part/section of a work	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	q	Fuller form of name	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	r	Key for music	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	s	Version	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	t	Title of a work	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	u	Affiliation	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	v	Volume/sequential designation 	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	w	Bibliographic record control number	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	x	International Standard Serial Number	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	0	Authority record control number or standard number	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	1	Real World Object URI	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	3	Materials specified	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	4	Relationship	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	5	Institution to which field applies	R	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	6	Linkage	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	7	Control subfield	NR	.
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	8	Field link and sequence number	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	a	Corporate name or jurisdiction name as entry element	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	b	Subordinate unit	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	c	Location of meeting	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	d	Date of meeting or treaty signing	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	e	Relator term	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	f	Date of a work	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	g	Miscellaneous information	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	h	Medium	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	k	Form subheading	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	l	Language of a work	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	m	Medium of performance for music	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	n	Number of part/section/meeting	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	o	Arranged statement for music	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	p	Name of part/section of a work	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	r	Key for music	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	s	Version	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	t	Title of a work	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	u	Affiliation	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	v	Volume/sequential designation	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	w	Bibliographic record control number	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	x	International Standard Serial Number	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	0	Authority record control number or standard number	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	1	Real World Object URI	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	3	Materials specified	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	4	Relationship	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	5	Institution to which field applies	R	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	6	Linkage	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	7	Control subfield	NR	.
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	8	Field link and sequence number	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	a	Meeting name or jurisdiction name as entry element	NR	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	c	Location of meeting	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	d	Date of meeting or treaty signing	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	e	Subordinate unit	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	f	Date of a work	NR	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	g	Miscellaneous information	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	h	Medium	NR	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	j	Relator term	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	k	Form subheading	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	l	Language of a work	NR	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	n	Number of part/section/meeting	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	p	Name of part/section of a work	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	q	Name of meeting following jurisdiction name entry element	NR	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	s	Version	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	t	Title of a work	NR	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	u	Affiliation	NR	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	v	Volume/sequential designation	NR	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	w	Bibliographic record control number	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	x	International Standard Serial Number	NR	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	0	Authority record control number or standard number	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	1	Real World Object URI	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	3	Materials specified	NR	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	4	Relationship	R	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	5	Institution to which field applies	R	.
