parent element,element,source schema,provisional?,institution,source data element,source data subelement,constraints,processing_type,processing instructions,notes,mapping_id,mapping issue ct,field issue ct,field defined?,done in mta?,tests done?,,,,,
related_work,related_work[title],MARC,n,GEN,700,f(g)hklmnoprst,i2=blank AND ($t OR $k),array_from_subelements,$g included if it follows $t or $k,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN700f(g)hklmnoprsti2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,710,(d)f(g)hklm(n)oprst,i2=blank AND ($t OR $k),array_from_subelements,"$d, $n, $g included in [title] if they follow $t or $k",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN710(d)f(g)hklm(n)oprsti2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,711,(d)f(g)hklm(n)pst,i2=blank AND ($t OR $k),array_from_subelements,"$d, $g, $n included if they follow $t or $k",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN711(d)f(g)hklm(n)psti2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,730,adfghklmnoprs,i2=blank,array_from_subelements,Respect non-filing i1 value if not blank or 0,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN730adfghklmnoprsi2=blank,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,740,ahnp,i2=blank,array_from_subelements,Respect non-filing i1 value if not blank or 0,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN740ahnpi2=blank,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,765,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN765s$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,765,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN765t$t NOT $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,767,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN767s$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,767,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN767t$t NOT $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,770,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN770s$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,770,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN770t$t NOT $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,772,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN772s$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,772,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN772t$t NOT $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,773,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN773s$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,773,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN773t$t NOT $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,775,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN775s$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,775,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN775t$t NOT $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,777,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN777s$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,777,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN777t$t NOT $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,780,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN780s$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,780,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN780t$t NOT $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,785,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN785s$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,785,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN785t$t NOT $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,786,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN786s$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,786,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN786t$t NOT $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,787,s,$t AND $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN787s$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title],MARC,n,GEN,787,t,$t NOT $s,subelement_to_value,Segment title as described at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title]GEN787t$t NOT $s,0,0,n,n,y,,,,,
related_work,related_work[title_nonfiling],MARC,n,GEN,730,adfghklmnoprs,i2=blank AND i1=~/[1-9]/,concat_subelements,"Same as [title] value but WITHOUT the initial non-filing characters removed, and with spaces added for subfield delimiters instead of ""||""",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_nonfiling]GEN730adfghklmnoprsi2=blank AND i1=~/[1-9]/,0,0,n,n,y,,,,,
related_work,related_work[title_nonfiling],MARC,n,GEN,740,ahnp,i2=blank AND i1=~/[1-9]/,concat_subelements,"Same as [title] value but WITHOUT the initial non-filing characters removed, and with spaces added for subfield delimiters instead of ""||""",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_nonfiling]GEN740ahnpi2=blank AND i1=~/[1-9]/,0,0,n,n,y,,,,,
related_work,related_work[title_nonfiling],MARC,n,GEN,773,p,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_nonfiling]GEN773p$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[title_nonfiling],MARC,n,GEN,786,p,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_nonfiling]GEN786p$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[title_variation],MARC,n,GEN,730,t,i2=blank AND $a AND $t,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_variation]GEN730ti2=blank AND $a AND $t,0,0,n,n,y,,,,,
related_work,related_work[title_variation],MARC,n,GEN,765,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_variation]GEN765t$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title_variation],MARC,n,GEN,767,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_variation]GEN767t$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title_variation],MARC,n,GEN,770,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_variation]GEN770t$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title_variation],MARC,n,GEN,772,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_variation]GEN772t$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title_variation],MARC,n,GEN,773,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_variation]GEN773t$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title_variation],MARC,n,GEN,775,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_variation]GEN775t$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title_variation],MARC,n,GEN,777,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_variation]GEN777t$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title_variation],MARC,n,GEN,780,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_variation]GEN780t$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title_variation],MARC,n,GEN,785,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_variation]GEN785t$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title_variation],MARC,n,GEN,786,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_variation]GEN786t$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[title_variation],MARC,n,GEN,787,t,$t AND $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[title_variation]GEN787t$t AND $s,0,0,n,n,y,,,,,
related_work,related_work[type],MARC,n,GEN,700,{na},i2=blank AND ($t OR $k),constant, = related,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[type]GEN700{na}i2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[type],MARC,n,GEN,710,{na},i2=blank AND ($t OR $k),constant, = related,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[type]GEN710{na}i2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[type],MARC,n,GEN,711,{na},i2=blank AND ($t OR $k),constant, = related,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[type]GEN711{na}i2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[type],MARC,n,GEN,730,{na},i2=blank,constant, = related,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[type]GEN730{na}i2=blank,0,0,n,n,y,,,,,
related_work,related_work[type],MARC,n,GEN,740,{na},i2=blank,constant, = related,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[type]GEN740{na}i2=blank,0,0,n,n,y,,,,,
related_work,related_work[type],MARC,n,GEN,765,{na},$t OR $s,constant, = translation_of,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[type]GEN765{na}$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[type],MARC,n,GEN,767,{na},$t OR $s,constant, = translated_as,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[type]GEN767{na}$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[type],MARC,n,GEN,770,{na},$t OR $s,constant, = has_supplement,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[type]GEN770{na}$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[type],MARC,n,GEN,772,{na},$t OR $s,constant, = supplement_to,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[type]GEN772{na}$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[type],MARC,n,GEN,773,{na},$t OR $s,constant, = host_item,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[type]GEN773{na}$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[type],MARC,n,GEN,775,{na},$t OR $s,constant, = alt_edition,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[type]GEN775{na}$t OR $s,0,0,n,n,y,,,,,
